pipeline,time_seconds,silhouette
PCA 2D,0.2699768543243408,0.021644680350654453
t-SNE 2D,23.01802921295166,0.27280545234680176
PCA + t-SNE,18.934122562408447,0.28085747361183167
RP + t-SNE,22.100422620773315,0.24296075105667114
