seed,dataset,method,pairwise_distance_distortion,distance_rank_correlation,knn_overlap,trustworthiness,continuity,neighborhood_hit,silhouette_score,class_consistency,elapsed_seconds,error
24531,digits_clean,gaussian_random_projection_32,0.10435977578163147,0.7246318223543036,0.6798571428571428,0.9866790505675954,0.9866807017543859,0.8668571428571428,0.12350934743881226,0.9328571428571428,0.0576,
24531,digits_clean,sparse_random_projection_32,0.102845199406147,0.7151800052921123,0.647,0.9812301341589267,0.981226418988648,0.8442857142857143,0.11350832134485245,0.9314285714285714,0.0406,
24531,digits_clean,tsne_2d,0.3536660671234131,0.5054817856978482,0.619,0.9800887512899896,0.9800825593395253,0.9642857142857143,0.5372283458709717,0.9757142857142858,1.5142,
24531,digits_clean,umap_2d,,,,,,,,,0.0015,cannot cache function 'rdist': no locator available for file '/home/alifatmi/miniconda3/envs/aiml/lib/python3.12/site-packages/umap/layouts.py'
24531,digits_clean,autoencoder_2d,0.4383239448070526,0.5653647287484168,0.29000000000000004,0.9246579979360166,0.9246575851393188,0.7015714285714286,0.09313023090362549,0.7785714285714286,0.6967,
24531,digits_clean,vae_2d,0.4053531289100647,0.5649714150134048,0.25214285714285717,0.8929791537667698,0.8929775025799793,0.6415714285714286,0.11617884039878845,0.7014285714285714,0.487,
24531,digits_clean,cnn_autoencoder_2d,0.40008866786956787,0.5438818572428482,0.20457142857142854,0.8569296181630547,0.8569254901960784,0.5812857142857143,0.1059122383594513,0.6614285714285715,1.1096,
24531,digits_noisy,pca_2d,0.34188373808090433,0.578836445885065,0.18900000000000003,0.8294877192982456,0.8294877192982456,0.5518571428571428,0.10898652442263072,0.6228571428571429,0.0429,
24531,digits_noisy,gaussian_random_projection_32,0.0931978688491683,0.7732904535559709,0.6414285714285715,0.985565737874097,0.985565737874097,0.8194285714285715,0.0977902468819324,0.9157142857142857,0.0471,
24531,digits_noisy,sparse_random_projection_32,0.10778429540093809,0.7282307108976279,0.5958571428571429,0.9742947368421052,0.9742947368421052,0.8228571428571428,0.10049894053046032,0.9228571428571428,0.053,
