experiment,dataset,method,target_dim,runs,elapsed_seconds_mean,elapsed_seconds_std,distance_rank_correlation_mean,distance_rank_correlation_std,knn_overlap_mean,knn_overlap_std,cosine_similarity_correlation_mean,cosine_similarity_correlation_std,estimated_flops_mean,estimated_flops_std,reconstruction_mse_mean,reconstruction_mse_std,relative_squared_error_mean,relative_squared_error_std,downstream_accuracy_mean,downstream_accuracy_std
image_noisy,mnist_noisy_reproduction,srp,100,5,0.006267,0.00012051721868679185,0.8065112556913965,0.013747171390993584,0.5266857142857143,0.009786037533764351,0.7837771478552386,0.008250885732620582,235200000.0,0.0,1.041478729248047,0.04647890945017161,8.586046409606933,0.3785022149932646,0.7783333333333333,0.00816496580927726
image_noisy,mnist_noisy_reproduction,srp,200,5,0.0093484,0.00013472282657367324,0.8892114630455688,0.00483199375214289,0.6365142857142858,0.007811869566400155,0.8699876558520352,0.007816197528758282,470400000.0,0.0,0.48305792808532716,0.030450114343723272,3.9827116966247558,0.25488403107141744,0.808,0.01305543735171074
image_noisy,mnist_noisy_reproduction,srp,400,5,0.014988999999999999,0.0003770968045475858,0.939075028271261,0.0020239651150549317,0.7318857142857143,0.00443216444106632,0.9270700605612452,0.005281104076690901,940800000.0,0.0,0.2481773555278778,0.01015303226445093,2.0459851741790773,0.08214421618238167,0.8393333333333335,0.006716480559869967
image_noisy,mnist_noisy_reproduction,srp,700,5,0.023336,0.0006356228441458038,0.9637865070840398,0.00253418548921738,0.7931714285714286,0.0048195181400261695,0.9586349770822785,0.001913672336306796,1646400000.0,0.0,0.1412459909915924,0.00414946520042013,1.1644416809082032,0.03309189680524885,0.8576666666666666,0.008472176684759228
text_bow,twenty_newsgroups_reproduction,dct,10,5,0.0534912,0.000988539205090015,-0.09767658095076734,0.010268664467727345,0.023857142857142858,0.0032838504030159106,0.24120110881223508,0.012324513075842569,145600000.0,0.0,0.00019100416102446616,0.0,0.9913098216056824,0.0,0.37857142857142856,0.013875241310642909
text_bow,twenty_newsgroups_reproduction,dct,25,5,0.0531226,0.0004183317343926941,0.00048461915364693897,0.015905662894424112,0.041142857142857134,0.011280107106163962,0.29425649216760386,0.017539523742893224,145600000.0,0.0,0.0001903191296150908,0.0,0.9877545237541199,0.0,0.47276785714285713,0.023385358667337135
text_bow,twenty_newsgroups_reproduction,dct,50,5,0.0544404,0.0016854028123864035,0.1064142841301318,0.015231170015497073,0.13437142857142856,0.0074820056243807545,0.33975818006007047,0.010957892052936938,145600000.0,0.0,0.00018923352763522416,0.0,0.9821202754974365,0.0,0.5397321428571429,0.026688812817205552
text_bow,twenty_newsgroups_reproduction,dct,100,5,0.05400400000000001,0.0010585382373820987,0.1672003369169987,0.010261350403404257,0.33402857142857145,0.007875770127552013,0.3886254214697966,0.004410325106176371,145600000.0,0.0,0.0001871556742116809,0.0,0.9713362455368042,0.0,0.6049107142857142,0.015006907423188925
text_bow,twenty_newsgroups_reproduction,dct,200,5,0.053744400000000005,0.0004707660140664355,0.1779692422093007,0.005527570556894101,0.45768571428571414,0.0539408141259606,0.48197045602913935,0.006888840314213604,145600000.0,0.0,0.00018300632655154914,0.0,0.9498011469841003,0.0,0.7080357142857143,0.00886135412557108
text_bow,twenty_newsgroups_reproduction,dct,400,5,0.054265799999999996,0.0005147874901354916,0.23819910398730318,0.02308445506424681,0.5446571428571427,0.06177038455573405,0.564096118689902,0.02315627628083707,145600000.0,0.0,0.00017482512339483947,0.0,0.9073407649993896,0.0,0.7674107142857143,0.012420024770753156
