experiment,dataset,domain,condition,method,target_dim,seed,elapsed_seconds,distance_rank_correlation,knn_overlap,cosine_similarity_correlation,estimated_flops,reconstruction_mse,relative_squared_error,downstream_accuracy
image_noisy,mnist_noisy_reproduction,image,noisy,srp,10,24529,0.003914,0.41646271898139625,0.11914285714285715,0.35204154210004845,23520000.0,11.863665580749512,97.77408599853516,0.43333333333333335
image_noisy,mnist_noisy_reproduction,image,noisy,srp,25,24529,0.003992,0.5722765287369868,0.238,0.48031805760886687,58800000.0,4.57199764251709,37.67999267578125,0.6166666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,srp,50,24529,0.004562,0.6947565309286302,0.36042857142857143,0.6334159627441859,117600000.0,1.5523099899291992,12.793320655822754,0.7266666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,srp,100,24529,0.006109,0.8066831405981143,0.5302857142857142,0.793524685028946,235200000.0,1.1153448820114136,9.192085266113281,0.7766666666666666
image_noisy,mnist_noisy_reproduction,image,noisy,srp,200,24529,0.009399,0.8839360811178593,0.6260000000000001,0.8611922201961021,470400000.0,0.4675189256668091,3.8530445098876953,0.8166666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,srp,400,24529,0.014653,0.9423399482087467,0.7391428571428571,0.9317417371809151,940800000.0,0.2456357330083847,2.024400234222412,0.8366666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,srp,700,24529,0.022887,0.9652746941737936,0.785142857142857,0.960707511548549,1646400000.0,0.13797007501125336,1.137076735496521,0.8716666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,pca,10,24529,0.01195,0.8391190822138689,0.5488571428571428,0.6521872854268934,23520000.0,0.040783997625112534,0.33612021803855896,0.8066666666666666
image_noisy,mnist_noisy_reproduction,image,noisy,pca,25,24529,0.016776,0.9343242604047711,0.7057142857142857,0.7066312286190588,58800000.0,0.030213436111807823,0.24900321662425995,0.8666666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,pca,50,24529,0.031144,0.9754294022143375,0.8220000000000002,0.7059313909793118,117600000.0,0.022924082353711128,0.18892820179462433,0.885
image_noisy,mnist_noisy_reproduction,image,noisy,pca,100,24529,0.033767,0.9928229098948432,0.8765714285714288,0.7281299424709506,235200000.0,0.0170782171189785,0.14074966311454773,0.8683333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,pca,200,24529,0.059641,0.9974427477151716,0.9101428571428574,0.7355101842762474,470400000.0,0.011560218408703804,0.0952732264995575,0.885
image_noisy,mnist_noisy_reproduction,image,noisy,pca,400,24529,0.123305,0.9994477169192251,0.9567142857142857,0.7074389108187271,940800000.0,0.0052854097448289394,0.04355955868959427,0.8866666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,pca,700,24529,0.092378,0.9999693115499987,0.9887142857142858,0.7329855944781473,1646400000.0,0.0006187236285768449,0.005099194124341011,0.8666666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,dct,10,24529,0.018912,0.6080298318780603,0.2568571428571429,0.4135942210594116,23520000.0,0.06579912453889847,0.5422817468643188,0.6733333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,dct,25,24529,0.018474,0.7719646601447395,0.44857142857142857,0.6660496808067009,23520000.0,0.052452925592660904,0.43228936195373535,0.8233333333333334
image_noisy,mnist_noisy_reproduction,image,noisy,dct,50,24529,0.019617,0.8836550491867011,0.6171428571428571,0.8072918212856921,23520000.0,0.04051245376467705,0.33388230204582214,0.865
image_noisy,mnist_noisy_reproduction,image,noisy,dct,100,24529,0.019881,0.9560820419426276,0.7438571428571429,0.9145019042096426,23520000.0,0.027273431420326233,0.22477324306964874,0.8833333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,dct,200,24529,0.02072,0.9884204168387759,0.8530000000000002,0.9721248059130727,23520000.0,0.01743192784488201,0.14366476237773895,0.8783333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,dct,400,24529,0.021092,0.9972006188525909,0.9167142857142858,0.9947547340147734,23520000.0,0.009699172340333462,0.0799354687333107,0.8616666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,dct,700,24529,0.022447,0.9996594977287185,0.963857142857143,0.9995666799561296,23520000.0,0.0019436641596257687,0.01601865515112877,0.8883333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,10,24529,0.110907,0.6504282114017632,0.39328571428571424,0.6415463545656033,235200000.0,0.04332505539059639,0.35706228017807007,0.7383333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,25,24529,0.721193,0.675597448386609,0.39357142857142857,0.5851148172137828,588000000.0,0.033788908272981644,0.27847039699554443,0.67
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,50,24529,2.05602,0.6617137276440171,0.38857142857142857,0.5801355732594833,1176000000.0,0.02591012604534626,0.21353760361671448,0.6533333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,100,24529,6.242743,0.5164878699664912,0.30128571428571427,0.5853628155130183,2352000000.0,0.01935707777738571,0.15953083336353302,0.5816666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,200,24529,22.476325,0.4249682119378788,0.18914285714285714,0.42953715106320906,4704000000.0,0.01376711018383503,0.11346126347780228,0.5216666666666666
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,400,24529,92.939934,0.28580877530054843,0.15214285714285714,0.3238154037146594,9408000000.0,0.007150000426918268,0.0589265339076519,0.5683333333333334
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,700,24529,294.331307,0.11506152512884531,0.06757142857142857,0.1197093994296519,16464000000.0,0.001461356645449996,0.012043731287121773,0.5533333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,rp,10,24530,0.002516,0.34543193145710144,0.13299999999999998,0.37927461849006755,23520000.0,9.500677108764648,78.36156463623047,0.39666666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,rp,25,24530,0.00228,0.5502855107678444,0.24714285714285714,0.5136576152643689,58800000.0,2.997603178024292,24.724225997924805,0.6383333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,rp,50,24530,0.002777,0.6715769433854212,0.40414285714285714,0.6859424918735788,117600000.0,1.8981183767318726,15.655677795410156,0.72
image_noisy,mnist_noisy_reproduction,image,noisy,rp,100,24530,0.004296,0.8289446518715408,0.5254285714285715,0.7949161129467474,235200000.0,1.0334906578063965,8.524229049682617,0.7783333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,rp,200,24530,0.006665,0.8695506352219147,0.6444285714285714,0.8771756375294659,470400000.0,0.4504140615463257,3.7150144577026367,0.7833333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,rp,400,24530,0.011812,0.9385673511308831,0.7445714285714287,0.9311243510428635,940800000.0,0.23766615986824036,1.9602701663970947,0.805
image_noisy,mnist_noisy_reproduction,image,noisy,rp,700,24530,0.019645,0.966681304252454,0.7987142857142857,0.9632211090441573,1646400000.0,0.1298123151063919,1.070691704750061,0.8616666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,srp,10,24530,0.003419,0.40125660079364517,0.10914285714285715,0.27140116266377384,23520000.0,8.445682525634766,69.65998077392578,0.3883333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,srp,25,24530,0.003766,0.597945522059095,0.2562857142857143,0.5279164188202952,58800000.0,4.138493061065674,34.13428497314453,0.5983333333333334
image_noisy,mnist_noisy_reproduction,image,noisy,srp,50,24530,0.004645,0.6822072253879516,0.38628571428571423,0.6441571815989943,117600000.0,2.378260850906372,19.61589241027832,0.7566666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,srp,100,24530,0.006454,0.8182731022300348,0.533,0.7884292048461158,235200000.0,1.0569179058074951,8.71745777130127,0.7866666666666666
image_noisy,mnist_noisy_reproduction,image,noisy,srp,200,24530,0.009399,0.8968053830111412,0.6418571428571429,0.879926824202928,470400000.0,0.5246560573577881,4.327362060546875,0.815
image_noisy,mnist_noisy_reproduction,image,noisy,srp,400,24530,0.015231,0.9380450885960874,0.7312857142857142,0.9280016589012066,940800000.0,0.2583675682544708,2.1310153007507324,0.84
image_noisy,mnist_noisy_reproduction,image,noisy,srp,700,24530,0.022861,0.9659325553624526,0.7927142857142858,0.9591165282449812,1646400000.0,0.1382218450307846,1.1400535106658936,0.8516666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,pca,10,24530,0.011256,0.8319282223671408,0.5548571428571428,0.6604330183053477,23520000.0,0.040748611092567444,0.336094468832016,0.7933333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,pca,25,24530,0.016988,0.9383003114460459,0.7198571428571429,0.7058571380607361,58800000.0,0.03025456704199314,0.24953962862491608,0.8383333333333334
image_noisy,mnist_noisy_reproduction,image,noisy,pca,50,24530,0.027685,0.9759425284817137,0.8134285714285716,0.7141684410841816,117600000.0,0.02296469174325466,0.18941272795200348,0.9016666666666666
image_noisy,mnist_noisy_reproduction,image,noisy,pca,100,24530,0.035868,0.9921700555958137,0.8824285714285715,0.7269618116482638,235200000.0,0.017116907984018326,0.14118023216724396,0.8533333333333334
image_noisy,mnist_noisy_reproduction,image,noisy,pca,200,24530,0.0581,0.9972677674668536,0.9192857142857145,0.7353499721629727,470400000.0,0.011575957760214806,0.09547848254442215,0.8433333333333334
image_noisy,mnist_noisy_reproduction,image,noisy,pca,400,24530,0.126489,0.9993996149841146,0.9560000000000001,0.7480258492903035,940800000.0,0.005285778548568487,0.04359709471464157,0.865
image_noisy,mnist_noisy_reproduction,image,noisy,pca,700,24530,0.099,0.9999656404353524,0.990142857142857,0.7348860879773584,1646400000.0,0.0006203055381774902,0.005116279236972332,0.86
image_noisy,mnist_noisy_reproduction,image,noisy,dct,10,24530,0.019434,0.5987495465662315,0.25728571428571434,0.44436901801622086,23520000.0,0.06591196358203888,0.5436417460441589,0.6866666666666666
image_noisy,mnist_noisy_reproduction,image,noisy,dct,25,24530,0.01983,0.771296296122555,0.4710000000000001,0.6642976945605248,23520000.0,0.052515506744384766,0.4331478178501129,0.835
image_noisy,mnist_noisy_reproduction,image,noisy,dct,50,24530,0.019252,0.8819045877027037,0.6035714285714285,0.8081272487744517,23520000.0,0.04043210670351982,0.3334839344024658,0.865
image_noisy,mnist_noisy_reproduction,image,noisy,dct,100,24530,0.018905,0.9544715579459543,0.7589999999999999,0.9197603734023237,23520000.0,0.02730042114853859,0.22517383098602295,0.8783333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,dct,200,24530,0.020867,0.9880188552015708,0.849857142857143,0.9731251206382212,23520000.0,0.017473038285970688,0.1441175937652588,0.88
image_noisy,mnist_noisy_reproduction,image,noisy,dct,400,24530,0.021833,0.9972095794709059,0.9162857142857144,0.9938260183499394,23520000.0,0.009705184027552605,0.0800483375787735,0.8716666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,dct,700,24530,0.023143,0.9996293583776136,0.9651428571428572,0.9996038174753905,23520000.0,0.0019466353114694357,0.016055844724178314,0.8683333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,10,24530,0.188946,0.49974014389039983,0.375,0.6041079191148723,235200000.0,0.04326056316494942,0.3568130433559418,0.745
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,25,24530,0.746595,0.6276114967343243,0.40371428571428575,0.6125512500815229,588000000.0,0.033833518624305725,0.2790588140487671,0.73
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,50,24530,2.061771,0.6428150181134387,0.3667142857142857,0.5875263774669324,1176000000.0,0.025963202118873596,0.21414445340633392,0.6283333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,100,24530,6.379753,0.46735102191005484,0.2775714285714286,0.4746744941873126,2352000000.0,0.01940879039466381,0.16008368134498596,0.58
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,200,24530,22.363454,0.40160991777624666,0.20057142857142857,0.47473099051033696,4704000000.0,0.013801421038806438,0.11383410543203354,0.5166666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,400,24530,92.726373,0.15598315999710285,0.1102857142857143,0.2664970965685857,9408000000.0,0.007193009834736586,0.05932793393731117,0.4483333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,700,24530,294.741704,0.24348157039108334,0.071,0.15727371877571025,16464000000.0,0.0014038708759471774,0.011579125188291073,0.4766666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,rp,10,24531,0.002562,0.41877048817315543,0.13414285714285715,0.3818750698133709,23520000.0,9.31768798828125,76.63856506347656,0.41833333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,rp,25,24531,0.002138,0.5456503506817175,0.2611428571428572,0.527718244685305,58800000.0,3.4074387550354004,28.026395797729492,0.6233333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,rp,50,24531,0.002848,0.6624293654704323,0.3827142857142857,0.6440296376870216,117600000.0,1.881104588508606,15.47220230102539,0.765
image_noisy,mnist_noisy_reproduction,image,noisy,rp,100,24531,0.004049,0.799709570555589,0.5225714285714286,0.8043294874284599,235200000.0,0.9834725856781006,8.089122772216797,0.7633333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,rp,200,24531,0.006475,0.8870688121630209,0.6328571428571429,0.8614225893441693,470400000.0,0.47585374116897583,3.913926601409912,0.8116666666666666
image_noisy,mnist_noisy_reproduction,image,noisy,rp,400,24531,0.011506,0.9427742935608839,0.7352857142857143,0.9386823832276667,940800000.0,0.2194020003080368,1.8045951128005981,0.8216666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,rp,700,24531,0.019591,0.9630933832558364,0.7962857142857143,0.9569892682867271,1646400000.0,0.13398680090904236,1.1020498275756836,0.8516666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,srp,10,24531,0.00351,0.40438454711226585,0.10157142857142856,0.32595721309578585,23520000.0,10.055017471313477,82.7031478881836,0.38666666666666666
image_noisy,mnist_noisy_reproduction,image,noisy,srp,25,24531,0.00356,0.56793107042502,0.25357142857142856,0.5272254318229093,58800000.0,5.520823001861572,45.409114837646484,0.5716666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,srp,50,24531,0.004375,0.7245787484527694,0.3765714285714286,0.6610913240810146,117600000.0,2.376873254776001,19.549930572509766,0.7033333333333334
image_noisy,mnist_noisy_reproduction,image,noisy,srp,100,24531,0.006173,0.8181008666510775,0.5258571428571428,0.787938195119764,235200000.0,1.0506190061569214,8.641407012939453,0.7833333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,srp,200,24531,0.009118,0.8841853366668331,0.6295714285714286,0.8603478880191964,470400000.0,0.45576903223991394,3.7487285137176514,0.79
image_noisy,mnist_noisy_reproduction,image,noisy,srp,400,24531,0.01517,0.9367158666251884,0.7270000000000001,0.9335670669945164,940800000.0,0.2608034610748291,2.145124673843384,0.8366666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,srp,700,24531,0.023286,0.9627057716066106,0.8001428571428572,0.9588000570893688,1646400000.0,0.14692609012126923,1.208476185798645,0.86
image_noisy,mnist_noisy_reproduction,image,noisy,pca,10,24531,0.011684,0.8347051393963146,0.5534285714285714,0.6514222741201885,23520000.0,0.04075893387198448,0.3352447748184204,0.7933333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,pca,25,24531,0.016215,0.9282826278105295,0.7065714285714286,0.7234127312995187,58800000.0,0.03025766648352146,0.24887119233608246,0.85
image_noisy,mnist_noisy_reproduction,image,noisy,pca,50,24531,0.025159,0.9750975660373322,0.815,0.7319694409779707,117600000.0,0.02292453497648239,0.1885557323694229,0.89
image_noisy,mnist_noisy_reproduction,image,noisy,pca,100,24531,0.032563,0.9923665946392091,0.8841428571428572,0.7489327768888427,235200000.0,0.01708478480577469,0.14052341878414154,0.8833333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,pca,200,24531,0.058306,0.9971432418264929,0.9175714285714287,0.7517881128471382,470400000.0,0.011569583788514137,0.09516054391860962,0.8683333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,pca,400,24531,0.130662,0.999408880900555,0.9562857142857144,0.7522183325988469,940800000.0,0.005294188857078552,0.043545033782720566,0.855
image_noisy,mnist_noisy_reproduction,image,noisy,pca,700,24531,0.090883,0.9999674346229646,0.9905714285714287,0.742049866830847,1646400000.0,0.0006173339788801968,0.00507761025801301,0.86
image_noisy,mnist_noisy_reproduction,image,noisy,dct,10,24531,0.019156,0.6069279577898478,0.2524285714285714,0.4589390963752529,23520000.0,0.0660807192325592,0.5435180068016052,0.6433333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,dct,25,24531,0.018864,0.7720801764348042,0.4592857142857143,0.6702514041440354,23520000.0,0.052717819809913635,0.4336073398590088,0.8233333333333334
image_noisy,mnist_noisy_reproduction,image,noisy,dct,50,24531,0.020109,0.880690293571392,0.619,0.8095922961389159,23520000.0,0.040544021874666214,0.33347710967063904,0.8616666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,dct,100,24531,0.020176,0.9569905379994085,0.7497142857142857,0.9198045645093172,23520000.0,0.027258088812232018,0.22419947385787964,0.8716666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,dct,200,24531,0.02032,0.9890403425643804,0.8541428571428573,0.976171205244976,23520000.0,0.017436297610402107,0.14341463148593903,0.8683333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,dct,400,24531,0.021666,0.9973172593423495,0.9132857142857143,0.9939064498485752,23520000.0,0.009718567132949829,0.07993581891059875,0.885
image_noisy,mnist_noisy_reproduction,image,noisy,dct,700,24531,0.023258,0.9996340978983709,0.966857142857143,0.9995823151754646,23520000.0,0.001942350878380239,0.0159759558737278,0.8716666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,10,24531,0.222041,0.5821591118139715,0.41814285714285715,0.6199090873313811,235200000.0,0.043221015483140945,0.35549554228782654,0.7183333333333334
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,25,24531,0.726446,0.5904465511075118,0.39371428571428574,0.5440355189433865,588000000.0,0.03381854668259621,0.27815964818000793,0.6566666666666666
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,50,24531,2.055362,0.5872794480036924,0.37514285714285717,0.6239645741096204,1176000000.0,0.02588528022170067,0.2129080444574356,0.64
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,100,24531,6.299752,0.6240263667092362,0.3102857142857143,0.5815630702762828,2352000000.0,0.019359556958079338,0.15923357009887695,0.6116666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,200,24531,22.468673,0.274924152500545,0.18971428571428572,0.4495639943768147,4704000000.0,0.013786233961582184,0.11339263617992401,0.5483333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,400,24531,93.30428,0.28600082468090765,0.13657142857142857,0.2815750904473352,9408000000.0,0.007119569927453995,0.058558907359838486,0.48333333333333334
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,700,24531,295.097608,0.3512018907453051,0.09299999999999999,0.2532061148999634,16464000000.0,0.0014047204749658704,0.011553913354873657,0.49
image_noisy,mnist_noisy_reproduction,image,noisy,rp,10,24532,0.002481,0.3996292720628882,0.10200000000000001,0.34755987841481895,23520000.0,9.203286170959473,76.02571868896484,0.3383333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,rp,25,24532,0.002167,0.6127624264226516,0.25985714285714284,0.5630921132240269,58800000.0,4.7846999168396,39.52503967285156,0.6266666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,rp,50,24532,0.002829,0.7267848251740515,0.375,0.6345449790640233,117600000.0,1.8166776895523071,15.00705623626709,0.69
image_noisy,mnist_noisy_reproduction,image,noisy,rp,100,24532,0.004121,0.7998941631808851,0.5255714285714286,0.7813399767175453,235200000.0,1.0822877883911133,8.940470695495605,0.78
image_noisy,mnist_noisy_reproduction,image,noisy,rp,200,24532,0.006428,0.88679807992488,0.6401428571428571,0.8685686389631676,470400000.0,0.5256940722465515,4.34260892868042,0.7966666666666666
image_noisy,mnist_noisy_reproduction,image,noisy,rp,400,24532,0.011789,0.9321211646708576,0.7332857142857142,0.9340419715501995,940800000.0,0.23093871772289276,1.9077188968658447,0.8416666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,rp,700,24532,0.01854,0.9634430501071993,0.8045714285714286,0.9610888707735867,1646400000.0,0.129807710647583,1.0723044872283936,0.8383333333333334
image_noisy,mnist_noisy_reproduction,image,noisy,srp,10,24532,0.003398,0.40922616929306305,0.16071428571428573,0.37543613765707223,23520000.0,11.676774024963379,96.45849609375,0.47
image_noisy,mnist_noisy_reproduction,image,noisy,srp,25,24532,0.003604,0.5511786780396412,0.25842857142857145,0.5302437159451056,58800000.0,5.13184118270874,42.39267349243164,0.6183333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,srp,50,24532,0.004613,0.7370592231196789,0.4032857142857143,0.6895789847596203,117600000.0,2.121339797973633,17.52378273010254,0.7283333333333334
image_noisy,mnist_noisy_reproduction,image,noisy,srp,100,24532,0.00627,0.7806861544894421,0.5082857142857143,0.7786300124859714,235200000.0,1.0016781091690063,8.274577140808105,0.7633333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,srp,200,24532,0.009523,0.8916413797671531,0.6378571428571429,0.8738473869579649,470400000.0,0.5146465301513672,4.25134801864624,0.795
image_noisy,mnist_noisy_reproduction,image,noisy,srp,400,24532,0.015447,0.9378745141512993,0.7341428571428571,0.9202018838170747,940800000.0,0.24252162873744965,2.0034019947052,0.8316666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,srp,700,24532,0.02457,0.9657394696973394,0.793,0.9595180752637019,1646400000.0,0.13744759559631348,1.1354154348373413,0.8466666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,pca,10,24532,0.012745,0.8456507895733314,0.551142857142857,0.6601082621905527,23520000.0,0.0407307893037796,0.33646541833877563,0.8216666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,pca,25,24532,0.016866,0.9334496494308672,0.7282857142857143,0.7172635858391996,58800000.0,0.030229106545448303,0.24971403181552887,0.86
image_noisy,mnist_noisy_reproduction,image,noisy,pca,50,24532,0.025895,0.9746894214173855,0.8127142857142858,0.7402779927283494,117600000.0,0.022978615015745163,0.18981978297233582,0.88
image_noisy,mnist_noisy_reproduction,image,noisy,pca,100,24532,0.034344,0.9924147399009211,0.882857142857143,0.7458083471245306,235200000.0,0.01713116653263569,0.14151568710803986,0.8733333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,pca,200,24532,0.061362,0.9973348479164167,0.9234285714285716,0.7555370685127012,470400000.0,0.011592227034270763,0.09576007723808289,0.8616666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,pca,400,24532,0.128958,0.9993674094239826,0.9575714285714285,0.745440348342479,940800000.0,0.00530438544228673,0.04381801187992096,0.8616666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,pca,700,24532,0.094277,0.999965425372839,0.9875714285714285,0.7413566550072122,1646400000.0,0.0006187996477819979,0.005111727397888899,0.845
image_noisy,mnist_noisy_reproduction,image,noisy,dct,10,24532,0.019799,0.6234509868223785,0.25514285714285717,0.43749712761724824,23520000.0,0.06597600877285004,0.5450090169906616,0.6866666666666666
image_noisy,mnist_noisy_reproduction,image,noisy,dct,25,24532,0.018715,0.7887617508327416,0.4558571428571428,0.6918409666148102,23520000.0,0.05258343368768692,0.4343767464160919,0.825
image_noisy,mnist_noisy_reproduction,image,noisy,dct,50,24532,0.019594,0.887400873834984,0.6154285714285713,0.8123164518598615,23520000.0,0.040454164147377014,0.3341803252696991,0.84
image_noisy,mnist_noisy_reproduction,image,noisy,dct,100,24532,0.019773,0.9551474454406499,0.7642857142857142,0.9194529091940238,23520000.0,0.02726411446928978,0.22522108256816864,0.87
image_noisy,mnist_noisy_reproduction,image,noisy,dct,200,24532,0.020704,0.9874302929784473,0.8530000000000002,0.9742342160622368,23520000.0,0.01746302656829357,0.1442570835351944,0.8933333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,dct,400,24532,0.021788,0.9973469793786617,0.9155714285714287,0.9939549521194623,23520000.0,0.009722890332341194,0.08031802624464035,0.8616666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,dct,700,24532,0.022001,0.999632063968969,0.9654285714285715,0.9995784878572557,23520000.0,0.001952685764990747,0.016130579635500908,0.8716666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,10,24532,0.292766,0.4196212139644514,0.37485714285714283,0.6207973006515073,235200000.0,0.043305397033691406,0.3577335476875305,0.715
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,25,24532,0.759813,0.6958714170958646,0.4112857142857143,0.6115896926373083,588000000.0,0.03382522612810135,0.27942052483558655,0.72
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,50,24532,2.087506,0.6951469748377566,0.38371428571428573,0.6378324263189251,1176000000.0,0.025942061096429825,0.21429996192455292,0.6466666666666666
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,100,24532,6.2674,0.44963887741492986,0.29542857142857143,0.558695246207987,2352000000.0,0.019417043775320053,0.1603986620903015,0.5783333333333334
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,200,24532,22.51968,0.41979063798401767,0.23028571428571426,0.4764610240793223,4704000000.0,0.013787372037768364,0.1138935461640358,0.5366666666666666
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,400,24532,92.940948,0.21664387276158711,0.11857142857142858,0.3178644138537167,9408000000.0,0.0071279145777225494,0.058881670236587524,0.485
image_noisy,mnist_noisy_reproduction,image,noisy,nmf,700,24532,294.68124,0.21349627983182623,0.07700000000000001,0.28060540187230737,16464000000.0,0.0014674317790195346,0.012122035957872868,0.575
image_noisy,mnist_noisy_reproduction,image,noisy,rp,10,24533,0.002452,0.3664442199652637,0.12514285714285717,0.38733106164582193,23520000.0,8.998397827148438,74.2031478881836,0.395
image_noisy,mnist_noisy_reproduction,image,noisy,rp,25,24533,0.00207,0.5656787525420626,0.259,0.5592690788707328,58800000.0,3.7614307403564453,31.017744064331055,0.6216666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,rp,50,24533,0.002827,0.6893383655991476,0.40242857142857147,0.6396266262433856,117600000.0,1.7663862705230713,14.566084861755371,0.735
image_noisy,mnist_noisy_reproduction,image,noisy,rp,100,24533,0.00401,0.8077167756526691,0.5248571428571429,0.7835560192631906,235200000.0,1.038596510887146,8.564538955688477,0.77
image_noisy,mnist_noisy_reproduction,image,noisy,rp,200,24533,0.006801,0.8941791186290822,0.6514285714285715,0.8844771531795838,470400000.0,0.4808252155780792,3.96501088142395,0.8083333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,rp,400,24533,0.011897,0.9446835468552215,0.7547142857142857,0.9336407290869612,940800000.0,0.21951095759868622,1.8101450204849243,0.8633333333333333
image_noisy,mnist_noisy_reproduction,image,noisy,rp,700,24533,0.018287,0.9663764529715617,0.7894285714285713,0.960190842260072,1646400000.0,0.14267517626285553,1.1765369176864624,0.8366666666666667
image_noisy,mnist_noisy_reproduction,image,noisy,srp,10,24533,0.003539,0.4074290265017433,0.12771428571428572,0.3288017078386806,23520000.0,18.58936309814453,153.2927703857422,0.42833333333333334
image_noisy,mnist_noisy_reproduction,image,noisy,srp,25,24533,0.004035,0.5605850372673209,0.22885714285714284,0.5484353547339728,58800000.0,3.763444662094116,31.034353256225586,0.64
image_noisy,mnist_noisy_reproduction,image,noisy,srp,50,24533,0.004552,0.6842172678612376,0.3955714285714285,0.663870987857894,117600000.0,2.242551326751709,18.49266815185547,0.715
image_noisy,mnist_noisy_reproduction,image,noisy,srp,100,24533,0.006329,0.8088130144883132,0.536,0.7703636417953952,235200000.0,0.982833743095398,8.104704856872559,0.7816666666666666
image_noisy,mnist_noisy_reproduction,image,noisy,srp,200,24533,0.009303,0.8894891346648568,0.6472857142857144,0.8746239598839847,470400000.0,0.45269909501075745,3.7330753803253174,0.8233333333333334
